Word,English translation,Word class,Imageability (level),Imageability,Subjective AoA (level),Subjective AoA,Usage frequency (level),Usage frequency,Usage frequency per million words,No. phonological neighbours (level),No. phonological neighbours,Phonological neighbourhood density (level),Phonological neighbourhood density,Phonological neighbours,No. letters,No. sounds,No. syllables,Derivation?,Compound?,First sound fricative?,Starts in consonant cluster?,Grammatical gender,Mainly used in plural?,Mass noun?,Valency,Transitivity,Multi-word phrase?
å skjule,to hide,verb,low,4.488421884,medium,5.75,medium,21994,31.42,some,16,medium,50579,"gule (28), kule (14), skjulte (11), skjuler (7), hule (3), jule (1), pule (1), skjules (1), sjuke (1), mule (<1), skjele (<1), bule (<1), ule (<1), skjulet (<1), fule (<1), sule (<1)",6,4,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å skli,to slide,verb,medium,6.441809649,early,3.46,medium,6533,9.332857143,some,5,medium,3469,"sklir (3), sklei (<1), kli (<1), skri (<1), sklis (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å sko,to shoe,verb,medium,5.332372793,late,7.692307692,medium,2057,2.938571429,some,16,medium,160868,"sto (90), stod (59), skog (38), ska (22), co. (7), zoo (3), sku (3), sno (1), skor (<1), skau (<1), skøy (<1), skov (<1), skol (<1), skai (<1), skop (<1), skos (<1)",3,3,1,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å skøyte,to skate,verb,medium,5.620694322,medium,5.153846154,low,401,0.572857143,some,11,medium,16716,"skyte (17), skøyter (2), skjøte (1), skjøtet (<1), skøyta (<1), røyte (<1), skite (<1), tøyte (<1), skøytet (<1), skøyten (<1), skøytes (<1)",6,4,2,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å skråne,to lean/to incline/to slope,verb,low,4.421094817,late,10.09090909,low,198,0.282857143,some,11,low,1819,"skåne (2), skråner (<1), skrøne (<1), skrånet (<1), skråle (<1), skrående (<1), skråe (<1), skrånte (<1), skråna (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å skrelle,to peel,verb,medium,6.095036058,medium,4.559322034,low,1331,1.901428571,some,10,medium,7793,"skremme (9), skreller (<1), skrelles (<1), skrellet (<1), skrelte (<1), sprelle (<1), skrulle (<1), skralle (<1), skreppe (<1), skredde (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å skremme,to scare/to frighten,verb,medium,5.780514701,early,3,medium,17791,25.41571429,some,7,medium,7506,"skremmer (6), skremte (2), skremmes (<1), skrelle (<1), skramme (<1), skreppe (<1), skredde (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å skrike,to scream,verb,medium,5.642066143,medium,4.428571429,medium,12444,17.77714286,some,11,medium,144657,"skrive (196), skriker (8), søkkrike (<1), sprike (<1), skriket (<1), skrikes (<1), skride (<1), skrika (<1), krike (<1), skrie (<1), skriken (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å skrive,to write,verb,medium,6.031913244,medium,3.872727273,high,648362,926.2314286,some,8,high,212445,"skriver (273), skrives (24), skrike (4), skreve (1), skrivet (<1), skride (<1), skruve (<1), skrie (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å skrive på maskin,to write on a typewriter,verb,high,6.83887737,medium,6.615384615,low,31,0.044285714,no info,,,,no info,16,14,5,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å skru,to screw,verb,medium,6.368072756,medium,5.142857143,medium,20704,29.57714286,some,10,medium,12055,"skrur (7), sku (3), skrå (2), skrus (2), skre (<1), skrei (<1), skri (<1), skrud (<1), skruv (<1), skreid (<1), skrø (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å skulle,having to/should,verb,low,2.888439705,medium,5.538461538,high,2295139,3278.77,some,18,medium,15913,"skumle (6), kulde (5), skule (4), skuffe (2), skutle (1), skalle (<1), skulke (<1), skubbe (<1), skullet (<1), sulle (<1), skurre (<1), skusle (<1), kulle (<1), skutte (<1), skrulle (<1), stulle (<1), skålde (<1), skulpe (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å skumpe,to jolt/to bump into,verb,medium,4.68031755,medium,5.923076923,low,112,0.16,some,11,low,1662,"kompe (<1), stumpe (<1), skumme (<1), skrumpe (<1), skumre (<1), skumper (<1), skumpa (<1), skumpet (<1), skumpet (<1), skumpes (<1), kumpe (<1), skumple (<1), skume (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å skylle,,verb,medium,5.63,,,medium,4256,6.08,many,21,medium,114483,"skyldes (61), skille (37), fylle (27), skylder (9), skygge (6), hylle (6), skillet (6), skyller (1), skynde (1), skyldte (1), skylles (1), skjelle (1), skytte (<1), skyllet (<1), skylte (<1), skydde (<1), tylle (<1), gylle (<1), skjolde (<1), skyfle (<1), skysse (<1), dylle (<1), skyllen (<1)",6,4,2,FALSE,FALSE,TRUE,FALSE,,,,,transitive,FALSE
å skynde seg,to hurry,verb,medium,5.125225546,medium,4.214285714,low,939,1.341428571,no info,,,,no info,10,7,3,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,TRUE
å skyte,to shoot,verb,medium,6.268630564,medium,4.923076923,high,57730,82.47142857,many,19,medium,57640,"skyter (31), nyte (21), yte (9), myte (5), skyve (3), skytes (3), syte (1), skjøte (1), gyte (<1), byte (<1), skjøtet (<1), skøyte (<1), skytte (<1), lyte (<1), skye (<1), skite (<1), tyte (<1), kyte (<1), lytet (<1), skyete (<1), ryte (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å skyve,to push,verb,medium,5.834755671,medium,5.714285714,medium,9035,12.90714286,some,12,medium,30552,"skyte (17), skive (5), skeive (3), skyver (3), tyve (3), lyve (3), skjeve (2), skyves (1), gyve (<1), skye (<1), skyvet (<1), nyve (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å slå,to hit,verb,medium,6.27637296,early,3.230769231,high,186926,267.0371429,some,14,high,207739,"slår (88), lå (78), slo (60), blå (43), sjå (10), slås (8), låg (2), flå (2), slu (<1), sli (<1), klå (<1), sly (<1), sløy (<1), slåa (<1), slåp (<1), skjå (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å slå seg,,verb,medium,6,,,medium,9819,14.02714286,no info,,,,no info,7,no info,no info,,,,,,,,,,TRUE
å slappe av,to relax,verb,medium,5.575061047,medium,5.714285714,medium,9632,13.76,no info,,,,no info,9,8,3,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,TRUE
å slåss,to fight,verb,medium,6.284302883,medium,3.867924528,medium,12643,18.06142857,some,9,medium,51344,"slått (55), slås (8), slott (3), loss (3), kloss (2), floss (<1), slokk (<1), sliss (<1), slodd (<1), slom (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å slenge,to fling/to throw,verb,medium,4.868241789,late,7.769230769,medium,13897,19.85285714,some,14,high,217165,"lenge (279), slette (11), slenger (7), slemme (3), slange (3), slengte (1), sleppe (<1), slegge (<1), slynge (<1), slenges (<1), flenge (<1), klenge (<1), slenget (<1), slenget (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å slikke,to lick,verb,medium,6.28774744,early,3.483333333,medium,8203,11.71857143,some,18,medium,57694,"slippe (48), klikke (12), slikket (5), slikket (5), slikker (3), shake (2), slitte (2), slukke (1), flikke (<1), slakke (<1), slokke (<1), skikke (<1), slikka (<1), slikkes (<1), slinde (<1), slisse (<1), sløkke (<1), chice (<1), sliske (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å slipe,to grind,verb,medium,5.285519514,medium,6.509090909,low,1689,2.412857143,some,14,medium,43406,"slippe (48), slite (10), sleipe (1), slepe (<1), sliper (<1), slipes (<1), slipte (<1), slire (<1), skipe (<1), glipe (<1), klipe (<1), slime (<1), slåpe (<1), slie (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å slukke,to quench/to extinguish/to put out,verb,medium,5.613812196,medium,4.648148148,medium,4343,6.204285714,some,17,medium,34938,"slutte (37), slikke (4), slukket (2), sluke (1), slukte (1), slukker (<1), slukkes (<1), slakke (<1), slokke (<1), slukne (<1), slukka (<1), sludde (<1), sløkke (<1), sluffe (<1), sluske (<1), slubbe (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å slutte,to end,verb,low,4.304801313,medium,3.857142857,high,68313,97.59,some,14,medium,57862,"slutter (31), sluttet (30), slette (11), slutta (3), slitte (2), slukke (1), slukte (1), sluttes (<1), lutte (<1), slåtte (<1), slute (<1), sludde (<1), sluffe (<1), slubbe (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å smake,to taste,verb,medium,4.851877441,early,2.692307692,medium,23744,33.92,some,15,medium,57783,"svake (22), make (16), smaker (15), smarte (8), smakte (7), smale (6), stake (2), snake (1), sake (<1), smakes (<1), umake (<1), spake (<1), smaka (<1), skake (<1), smeike (<1)",5,5,2,TRUE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å smelte,to melt,verb,medium,5.577978209,medium,4.385964912,medium,7413,10.59,some,14,medium,22044,"meldte (17), smelter (5), smeltet (4), stelte (1), smelle (1), spelte (<1), smette (<1), smeltes (<1), smelta (<1), melte (<1), svelte (<1), umeldte (<1), smettet (<1), smalte (<1), smelten (<1), smekte (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å smile,to smile,verb,medium,6.583318939,early,2.428571429,medium,29057,41.51,some,13,medium,43269,"smiler (21), smule (12), smilte (12), smale (6), smilet (3), mile (2), sile (<1), smie (<1), stile (<1), smiles (<1), spile (<1), snile (<1), smyle (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å smøre,to smear/to spread,verb,medium,5.512825619,early,3.444444444,medium,8134,11.62,some,6,medium,18104,"møre (13), snøre (3), snøret (2), smører (2), smøret (1), søre (1), smøres (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å smykke seg,to adorn,verb,medium,4.804463298,late,10.76923077,low,707,1.01,no info,,,,no info,10,8,3,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å snakke,to talk,verb,medium,5.84214327,early,2.789473684,high,184453,263.5042857,some,15,medium,181216,"snakker (113), snakket (61), snakket (61), snakkes (9), snakka (4), nakke (3), snake (1), snekke (<1), snappe (<1), skakke (<1), sakke (<1), snadde (<1), knakke (<1), stakke (<1), snaske (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å snegle,to snail,verb,low,4.373385122,late,8.454545455,low,661,0.944285714,some,12,medium,7955,"seile (5), snegler (2), speile (1), steile (1), snåle (<1), sneglet (<1), snile (<1), sneie (<1), segle (<1), snegla (<1), sneide (<1), sneise (<1), snegles (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å snekre,to do carpentry,verb,medium,6.371290187,medium,5.071428571,low,1337,1.91,some,7,medium,2999,"snevre (1), snekke (<1), snekret (<1), smekre (<1), snekrer (<1), snekra (<1), snekres (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å snike,to sneek/to cut the line,verb,medium,5.20436065,medium,6.928571429,medium,6940,9.914285714,some,15,medium,4016,"sniker (3), snake (1), snoke (<1), snipe (<1), sniken (<1), svike (<1), snile (<1), sike (<1), snikes (<1), sniket (<1), snikte (<1), sneke (<1), snive (<1), gnike (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å snø,to snow,verb,medium,6.355836674,early,2.890909091,medium,2243,3.204285714,some,12,medium,24050,"snu (24), stø (2), snør (1), snau (1), sno (1), sne (<1), nø (<1), snøt (<1), snei (<1), snørt (<1), snøs (<1), snøy (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å snorke,,verb,medium,5.42,,,low,492,0.702857143,some,6,low,590,"snorker (<1), snorket (<1), snorket (<1), snorka (<1), snorkes (<1), snerke (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,,,FALSE
å snu,to turn,verb,medium,5.597927271,medium,4.6,high,44372,63.38857143,some,14,medium,66217,"nu (30), snø (26), snur (15), su (5), snus (5), sku (3), gnu (2), snau (1), sno (1), sne (<1), stu (<1), sou (<1), snei (<1), sioux (<1), snut (<1), snøy (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å snuse,to sniff/to snuff/to use snuff (smokeless tobacco),verb,medium,6.201848582,late,8.066666667,medium,3628,5.182857143,some,9,medium,9428,"knuse (6), snuser (2), suse (1), snute (1), snuste (<1), snue (<1), snuses (<1), snøse (<1), sneise (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å søle,to spill,verb,medium,5.811686242,early,2.709090909,low,1122,1.602857143,many,24,medium,97973,"søke (62), føle (35), søte (17), seile (5), sole (2), sale (2), kjøle (2), sele (2), nøle (1), søre (1), støle (1), sæle (<1), sile (<1), søyle (<1), søla (<1), såle (<1), søler (<1), bøle (<1), sølte (<1), sølen (<1), søles (<1), segle (<1), sule (<1), bølet (<1), vøle (<1), røle (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å sole seg,to sunbathe,verb,medium,6.255985882,medium,5.285714286,low,1343,1.918571429,no info,,,,no info,8,7,3,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,TRUE
å sørge,to mourn/to grief,verb,medium,5.069747372,medium,7,high,58255,83.22142857,some,6,medium,29711,"sørger (21), sørget (17), serve (1), sørges (<1), sørpe (<1), sørga (<1)",5,5,2,FALSE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å sove,to sleep,verb,medium,6.473890762,early,1.964912281,high,40793,58.27571429,some,18,medium,52038,"love (39), tove (9), såre (6), sovet (5), save (4), såpe (3), låve (<1), håve (<1), såle (<1), rove (<1), sive (<1), dove (<1), kove (<1), stove (<1), soves (<1), soge (<1), såte (<1), gove (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å spa,to dig,verb,medium,6.208614556,medium,3.933333333,medium,4401,6.287142857,some,14,high,254694,"sa (306), ska (22), spart (8), spar (7), sta (4), spå (4), pas (2), spy (2), spe (2), span (1), sped (<1), spak (<1), sva (<1), spas (<1), spat (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spå,to predict/to foresee,verb,medium,5.849281019,late,7.75,medium,12719,18.17,some,9,high,12449076,"på (13673), så (3760), små (180), stå (139), spår (10), såg (7), spa (5), spy (2), spe (2), spås (<1), sped (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å sparke,to kick,verb,medium,6.321550985,early,3.218181818,medium,17048,24.35428571,some,9,medium,23812,"sparket (11), sparket (11), sparker (6), sparkes (2), sparre (1), sparka (<1), sparkle (<1), spanke (<1), skarke (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spasere,to walk/to stroll,verb,medium,5.880593206,medium,6.266666667,medium,2325,3.321428571,some,5,medium,6012,"passere (6), spaserte (<1), spaserer (<1), spaser (<1), spaseres (<1)",7,7,3,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å speile seg,to look in the mirror,verb,medium,6.209965188,medium,3.857142857,low,501,0.715714286,no info,,,,no info,10,8,3,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å spikke,to whittle,verb,medium,6.284572511,medium,5.4,low,422,0.602857143,some,15,medium,108908,"spille (134), stikke (16), spisse (2), spinne (1), spidde (<1), spikket (<1), spikket (<1), spikker (<1), pikke (<1), spinke (<1), spekke (<1), spikka (<1), spikkes (<1), smikke (<1), spiske (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spikre,to nail,verb,medium,6.35737101,medium,5.266666667,low,1765,2.521428571,some,5,medium,2557,"spikret (1), spire (1), spikrer (<1), spikra (<1), spikres (<1)",6,6,2,TRUE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spille,to play,verb,medium,6.046154609,early,3.433962264,high,306903,438.4328571,some,15,high,362979,"spiller (205), stille (120), spillet (81), spilte (68), spilles (23), snille (12), spisse (2), pille (1), spinne (1), spikke (<1), spelle (<1), spile (<1), sville (<1), spidde (<1), silde (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spille golf,to play golf,verb,high,6.63538142,late,9.581818182,low,572,0.817142857,no info,,,,no info,11,10,3,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å spinne,to spin,verb,medium,5.800579263,medium,6.733333333,medium,3210,4.585714286,some,13,medium,113266,"spille (134), sinne (10), sinnet (4), pinne (3), spinner (2), spisse (2), spenne (1), spennet (<1), spikke (<1), svinne (<1), stinne (<1), spidde (<1), spinnes (<1), spinnet (<1), ispinne (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spise,to eat,verb,medium,6.132813525,early,2.301886792,high,104731,149.6157143,some,10,medium,59442,"spiser (58), spiste (18), spises (3), spisse (2), spire (1), spile (<1), speede (<1), spirte (<1), spisen (<1), spase (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spisse,to sharpen,verb,medium,5.582359604,medium,6.266666667,low,1662,2.374285714,some,11,medium,147447,"spille (134), spise (67), spisser (4), pisse (1), spinne (1), spisset (<1), spikke (<1), spisses (<1), spidde (<1), spissa (<1), spiske (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å spore opp,to track down/to trace,verb,medium,5.112728406,late,9,low,1493,2.132857143,no info,,,,no info,9,8,3,TRUE,FALSE,TRUE,TRUE,,,,1,alternating,TRUE
å spørre,to ask,verb,medium,4.739245083,early,3.571428571,high,133576,190.8228571,some,5,medium,4771,"sperre (3), sparre (1), spørres (1), spørrer (<1), spøtte (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å spre,to spread out,verb,medium,4.585313031,medium,6.642857143,high,35780,51.11428571,some,10,medium,23289,"sprer (11), spres (4), sprek (4), sprø (3), pre (3), spe (2), spray (2), skre (<1), sped (<1), spred (<1), spri (<1), sprei (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å sprekke,to burst,verb,medium,5.357160899,medium,4.614035088,medium,7089,10.12714286,some,10,medium,21744,"strekke (8), sprekker (7), spredte (5), sprenge (3), spreke (2), spredde (1), sprette (1), sprelle (<1), spekke (<1), sprekkes (<1), sprekket (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å sprette,,verb,medium,5.55,,,medium,5773,8.247142857,some,17,medium,25238,"opprette (20), spretter (4), sprenge (3), sprengte (2), sprekke (2), spredde (1), spretten (<1), spretne (<1), sprettet (<1), sprettet (<1), sprelle (<1), sprettes (<1), spretta (<1), sprelte (<1), spette (<1), spjette (<1), prette (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,,alternating,FALSE
å springe,to run,verb,medium,5.833531991,medium,4.428571429,medium,9177,13.11,some,6,medium,7321,"springer (6), sprenge (3), sprunge (<1), springet (<1), springes (<1), spridde (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å sprute,to spurt/to splash,verb,medium,5.800549506,early,3.666666667,medium,4274,6.105714286,some,7,medium,7717,"sprøyte (4), spruter (2), sprutet (2), sprite (<1), prute (<1), spruta (<1), sprutes (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å stå,to stand,verb,medium,6.527580852,early,2.928571429,high,523906,748.4371429,some,17,high,3349491,"så (3760), står (428), sted (199), små (180), sto (90), stod (59), støy (22), stål (9), såg (7), sti (5), tå (4), sta (4), spå (4), stø (2), ste (1), strå (1), i stå (1), stu (<1), ståk (<1), stås (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å stå på ski,to ski,verb,high,6.692422074,medium,4.309090909,low,585,0.835714286,no info,,,,no info,10,8,3,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å steine,to stone,verb,medium,5.98354113,late,11.14285714,low,1380,1.971428571,some,9,medium,18470,"tegne (11), steiner (9), steike (1), steile (1), seine (<1), steinet (<1), steines (<1), teine (<1), steina (<1), segne (<1), stane (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å steke,to fry,verb,medium,6.489164445,medium,4.293103448,medium,7160,10.22857143,some,14,medium,8817,"stede (3), stake (2), stekes (1), stekte (1), steike (1), steker (1), streke (<1), stege (<1), stele (<1), speke (<1), stekke (<1), sneke (<1), ståke (<1), stuke (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å stemme (ved valg),,verb,medium,5.72,,,high,77763,111.09,some,14,medium,113115,"stemmer (98), stenge (18), stemte (16), stemmen (15), stamme (5), stelle (3), temme (1), stemmes (<1), steppe (<1), stumme (<1), stette (<1), stemne (<1), stemnet (<1), stekke (<1), stedte (<1), stenget (<1), stedde (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,,alternating,FALSE
å stemple,to stamp,verb,medium,6.178435898,medium,7,medium,5851,8.358571429,some,5,medium,9303,"stemplet (5), stemplet (5), stempler (1), stemples (<1), stempla (<1)",7,7,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å stenge,to close/to shut,verb,medium,5.23297371,medium,4.615384615,high,37423,53.46142857,some,15,medium,76590,"stemme (64), strenge (13), stenger (12), stengte (6), stenges (3), stelle (3), stange (3), steppe (<1), stette (<1), stekke (<1), stenga (<1), stenke (<1), stedte (<1), stenget (<1), stinge (<1), stedde (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å stige,to rise,verb,medium,5.279830841,medium,7.307692308,high,53205,76.00714286,some,9,medium,30035,"stiger (28), stive (6), stage (3), sige (2), stigen (1), stile (<1), stege (<1), stime (<1), stiges (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å stikke,to stab/to sting,verb,medium,5.414475763,medium,4.636363636,high,36576,52.25142857,many,20,medium,137083,"stille (120), stykke (28), stikker (20), stykket (10), stokke (6), strikke (4), stirre (1), stikka (<1), stikkes (<1), stikket (<1), tikke (<1), stikken (<1), spikke (<1), stinne (<1), støkke (<1), stinke (<1), stekke (<1), stikle (<1), stakke (<1), smikke (<1), stinge (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å stirre,to stare,verb,medium,5.74652326,medium,6,medium,4993,7.132857143,some,10,medium,101515,"stille (120), stikke (16), stirret (3), stirrer (2), svirre (<1), tirre (<1), stinne (<1), stirra (<1), stinge (<1), stirres (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å stjele,to steal,verb,medium,5.439423947,medium,4.678571429,medium,21499,30.71285714,few,3,medium,5618,"stjeler (7), stjeles (<1), stele (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å støvsuge,to vacuum clean,verb,high,6.82185979,medium,4.105263158,low,1443,2.061428571,some,5,low,1213,"støvsuger (1), støvsuget (<1), støvsuges (<1), støvsug (<1), støvsuga (<1)",8,8,3,FALSE,TRUE,TRUE,TRUE,,,,1,alternating,FALSE
å straffe,to punish,verb,medium,4.913281436,medium,5.4,medium,16802,24.00285714,some,9,medium,29188,"straffen (8), stramme (7), straffes (7), straffet (7), straffer (6), strange (1), strande (1), straffa (<1)",7,6,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å stråle,to beam/to radiate,verb,medium,6.07553453,medium,7.071428571,medium,3467,4.952857143,some,7,medium,4955,"stråler (3), strålte (1), strålen (<1), tråle (<1), skråle (<1), stråles (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
